record_id,record_date,record_title,topic,catalog_url,pdf_url,page_range,first_page,last_page,page_count,page_url,page_role,page_role_label,review_priority,first_page_signal,suggested_action
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","151","151","151","1","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=151","released_or_context_text","Released/context text","2","African/African-American Summit: Updated 7/16/97","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","152","152","152","1","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=152","released_document_text","Released document text","1","African/African-American Summit: Updated 7/16/97","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-023","1995-05-16","Mugabe visit briefing packet and talking points","Southern African Democracy, Health, and Economic Policy","https://clinton.presidentiallibraries.us/items/show/14571","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf","153-157","153","157","5","https://clinton.presidentiallibraries.us/files/original/01e7249f204413bb4b0238dad64c408e.pdf#page=153","released_or_context_text","Released/context text","2","Updated 7/16/97","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","1","1","1","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=1","administrative_marker","Administrative marker","5","Case Number: 2007-1550-F","Use for case/control metadata only; do not treat as a selectable FRUS document."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","2-3","2","3","2","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=2","withdrawal_sheet","Withdrawal sheet","3","Withdrawal/Redaction Sheet","Record withheld-document metadata, exemptions, and dates; queue replacement search or onsite review if volume-relevant."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","4-6","4","6","3","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=4","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","7","7","7","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=7","blank_or_image_only","Blank or image-only","4","II","Open the PDF image directly and verify whether the page is blank, a divider, or a scan without useful text."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","8","8","8","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=8","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","9","9","9","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=9","blank_or_image_only","Blank or image-only","4","","Open the PDF image directly and verify whether the page is blank, a divider, or a scan without useful text."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","10","10","10","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=10","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","11","11","11","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=11","blank_or_image_only","Blank or image-only","4","B","Open the PDF image directly and verify whether the page is blank, a divider, or a scan without useful text."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","12","12","12","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=12","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker·","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","13","13","13","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=13","blank_or_image_only","Blank or image-only","4","c","Open the PDF image directly and verify whether the page is blank, a divider, or a scan without useful text."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","14","14","14","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=14","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","15","15","15","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=15","blank_or_image_only","Blank or image-only","4","D","Open the PDF image directly and verify whether the page is blank, a divider, or a scan without useful text."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","16-17","16","17","2","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=16","released_or_context_text","Released/context text","2","Tab D International AIDS Legislative Goals and Calendar","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","18","18","18","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=18","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","19-24","19","24","6","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=19","released_or_context_text","Released/context text","2","Daily Mail&Guardian: Open letter to Prcsicknt Mbcki hllp://www.mg.rn.za/mg/ncws/2000may I /9111ay-a 1cls. ht 111 I","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","25","25","25","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=25","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","26","26","26","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=26","released_document_text","Released document text","1","~ . '-- 7. APP. 2000 16: 07 AMERICAN CONSULATE P. l","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","27","27","27","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=27","released_or_context_text","Released/context text","2","7.APP.2000 16:07 AMEPICAN CONSULATE","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","28","28","28","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=28","released_document_text","Released document text","1","OFFICE OF THE VICE","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","29-31","29","31","3","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=29","released_or_context_text","Released/context text","2","LUZli4(5007 T-784 P 02/04 F-153","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","32","32","32","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=32","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","33","33","33","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=33","released_document_text","Released document text","1","Keenan,Josefine(Chris) (HEALTH)","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","34-36","34","36","3","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=34","released_or_context_text","Released/context text","2","2. (U) AT THE REQUEST OF DEMOCRATIC PARTY (DP) MP","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","37","37","37","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=37","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","38","38","38","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=38","released_document_text","Released document text","1","UNCLASSIFIED RECORD ID: 0002729","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","39","39","39","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=39","released_or_context_text","Released/context text","2","+i.(). 0 0","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","40-41","40","41","2","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=40","released_document_text","Released document text","1","-· 7 3cc:~ii rlAS SEEN","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","42","42","42","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=42","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","43-45","43","45","3","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=43","released_document_text","Released document text","1","NATIONAL SECURITY COUNCIL ID 0002373","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","46","46","46","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=46","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","47-48","47","48","2","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=47","released_document_text","Released document text","1","NATIONAL SECURITY COUNCIL ID 0002373","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","49","49","49","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=49","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","50","50","50","1","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=50","released_document_text","Released document text","1","Sandra Thurman 03/13/2000 12:00:24 PM","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-030","2000-04-03","Mbeki AIDS controversy packet, part 2","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64751","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf","51-61","51","61","11","https://clinton.presidentiallibraries.us/files/original/26093367de952b94c544f7abc15c6c62.pdf#page=51","released_or_context_text","Released/context text","2","> Mbeki's office Thursday, January 20.","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","1","1","1","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=1","administrative_marker","Administrative marker","5","Case Number: 2007-1550-F","Use for case/control metadata only; do not treat as a selectable FRUS document."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","2-3","2","3","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=2","withdrawal_sheet","Withdrawal sheet","3","Withdrawal/Redaction Sheet","Record withheld-document metadata, exemptions, and dates; queue replacement search or onsite review if volume-relevant."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","4-6","4","6","3","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=4","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","7-8","7","8","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=7","released_document_text","Released document text","1","Keenan,Josefine(Chris) (HEALTH)","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","9","9","9","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=9","released_or_context_text","Released/context text","2","THE PRESIDENT OF SOUTH AFRICA HAD MADE SUCH FOOLISH","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","10","10","10","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=10","released_document_text","Released document text","1","GENUINE CITIZENSHIP AT ALL LEVELS. HOW CAN IT BE ACHIEVED?","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","11-12","11","12","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=11","released_or_context_text","Released/context text","2","PRESIDENT MBEKI SAID: ""BILLIONS AMONG THE LIVING STRUGGLE TO","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","13-14","13","14","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=13","released_document_text","Released document text","1",".:. .......","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","15-16","15","16","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=15","released_or_context_text","Released/context text","2",".......","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","17-19","17","19","3","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=17","released_document_text","Released document text","1","Is AIDS is different in Africa, as some claim?","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","20-21","20","21","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=20","released_or_context_text","Released/context text","2","JOURNALISTS, DIPLOMATS, AND NGO REPRESENTATIVES","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","22","22","22","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=22","released_document_text","Released document text","1","...","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","23","23","23","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=23","released_or_context_text","Released/context text","2",".. , .","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","24","24","24","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=24","released_document_text","Released document text","1","DISEASE. MALARIA IS SECOND, AND AIDS IS THIRD. AIDS","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","25","25","25","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=25","released_or_context_text","Released/context text","2","... ' ....","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","26","26","26","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=26","released_document_text","Released document text","1",".","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","27","27","27","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=27","released_or_context_text","Released/context text","2","A GOVERNMENT PANEL WILL LEND CLARITY TO THE ISSUE OF","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","28","28","28","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=28","released_document_text","Released document text","1","..","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
